filename,link,file_id,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
8775.jpg,http://assets.myntassets.com/v1/images/style/properties/29536613e69e58bfdf0eb0521dd4a478_images.jpg,8775,8775,Men,Apparel,Tops,Shirts,Green,Fall,2011.0,Casual,Indigo Nation Men Bwd Plaids Green Shirts
8852.jpg,http://assets.myntassets.com/v1/images/style/properties/d099b8654038e7c8b80ae4168b6ce9c9_images.jpg,8852,8852,Men,Apparel,Tops,Shirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Striped Shirt
46359.jpg,http://assets.myntassets.com/v1/images/style/properties/5fa6a12d5c88ae0a7cef561555d151c1_images.jpg,46359,46359,Men,Apparel,Tops,Shirts,Blue,Summer,2012.0,Casual,Locomotive Men Blue Check Shirt
37164.jpg,http://assets.myntassets.com/v1/images/style/properties/545d63342865c4dacdeaa1b3a9179561_images.jpg,37164,37164,Women,Apparel,Tops,Tops,Black,Summer,2012.0,Casual,United Colors of Benetton Women Black Top
7172.jpg,http://assets.myntassets.com/v1/images/style/properties/6d8c01184b493dc1deced8194a9e02ff_images.jpg,7172,7172,Men,Apparel,Tops,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Navy Blue Check Shirt
11433.jpg,http://assets.myntassets.com/v1/images/style/properties/4577e5755290a67a07493979947b6df6_images.jpg,11433,11433,Women,Apparel,Tops,Sweaters,Mauve,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Mauve Vest
19706.jpg,http://assets.myntassets.com/v1/images/style/properties/d5c27cc1a30d49c36c3575c77bac6fbc_images.jpg,19706,19706,Men,Apparel,Tops,Shirts,Navy Blue,Fall,2011.0,Casual,United Colors of Benetton Men Navy Blue Check Shirt
9988.jpg,http://assets.myntassets.com/v1/images/style/properties/316391de32fee4cfcdef26081737cb39_images.jpg,9988,9988,Men,Apparel,Tops,Tshirts,Blue,Fall,2011.0,Sports,Nike Men As Rafa Ace T Blue T-Shirts
10424.jpg,http://assets.myntassets.com/v1/images/style/properties/ca2e1f82ed5600cf7233fe581147d00e_images.jpg,10424,10424,Women,Apparel,Tops,Tshirts,Red,Fall,2011.0,Casual,United Colors of Benetton Women Red Polo T-shirt
45512.jpg,http://assets.myntassets.com/v1/images/style/properties/4761fef87dc86a2eb4a191e48be19bec_images.jpg,45512,45512,Men,Apparel,Tops,Tshirts,Navy Blue,Summer,2012.0,Casual,Fila Men Navy Blue T-shirt
39728.jpg,http://assets.myntassets.com/v1/images/style/properties/e4b55d8a0767e7f7db335a59f329a371_images.jpg,39728,39728,Women,Apparel,Tops,Shirts,Pink,Summer,2012.0,Formal,Arrow Woman Women Pink Shirt
9661.jpg,http://assets.myntassets.com/v1/images/style/properties/80d6cb69a8f5407402251e41a7629420_images.jpg,9661,9661,Men,Apparel,Tops,Shirts,Blue,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts
34590.jpg,http://assets.myntassets.com/v1/images/style/properties/5096effdf92e275722406c3bb18b0b90_images.jpg,34590,34590,Women,Apparel,Tops,Tops,Red,Summer,2012.0,Casual,Tonga Women Printed Red Top
31543.jpg,http://assets.myntassets.com/v1/images/style/properties/4a043d1c950303676ebb777a1f31efde_images.jpg,31543,31543,Men,Apparel,Tops,Tshirts,Navy Blue,Summer,2012.0,Casual,Classic Polo Men Striped Navy Blue T-shirt
11482.jpg,http://assets.myntassets.com/v1/images/style/properties/6736c94e6364c79309c17ba0dcdb9308_images.jpg,11482,11482,Women,Apparel,Tops,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Light Winter Blue Shirts
6633.jpg,http://assets.myntassets.com/v1/images/style/properties/f1a36434444dded89303dcfc4f8e74c7_images.jpg,6633,6633,Men,Apparel,Tops,Shirts,Black,Summer,2011.0,Casual,UCB Men Ben Logo Chest Black Shirt
26929.jpg,http://assets.myntassets.com/v1/images/style/properties/8a2216b65b8a5d8dc10c2b9ddbb87516_images.jpg,26929,26929,Women,Apparel,Tops,Tunics,Grey,Summer,2012.0,Casual,Jealous 21 Women Dark Grey Tunic
58395.jpg,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Blue-Shirt_1f3ae1ed614c408f2cdaa0d4818e87e9_images.jpg,58395,58395,Men,Apparel,Tops,Shirts,Purple,Summer,2012.0,Casual,Locomotive Men Purple Shirt
11383.jpg,http://assets.myntassets.com/v1/images/style/properties/24d13e727cd17a2b2f8378ace8105bbd_images.jpg,11383,11383,Women,Apparel,Tops,Tops,Black,Fall,2011.0,Casual,United Colors Of Benetton Women Light Winter Black Tops
5996.jpg,http://assets.myntassets.com/v1/images/style/properties/bde3eb51a399749ac97319c4f3f7cff2_images.jpg,5996,5996,Men,Apparel,Tops,Shirts,Blue,Summer,2011.0,Casual,Highlander Men Blue Brown Checked Shirt
2245.jpg,http://assets.myntassets.com/v1/images/style/properties/54c377631779f9f8397ec9bc503c6576_images.jpg,2245,2245,Women,Apparel,Tops,Tshirts,White,Fall,2010.0,Sports,ADIDAS Women White Polo T-shirt
20022.jpg,http://assets.myntassets.com/v1/images/style/properties/8302bb64004d9b0490aa77cdfea7ce86_images.jpg,20022,20022,Men,Apparel,Tops,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Blue Check Shirt
15329.jpg,http://assets.myntassets.com/v1/images/style/properties/4467e21ff2fc8878ee0a930813edd908_images.jpg,15329,15329,Men,Apparel,Tops,Sweaters,White,Fall,2011.0,Sports,Nike Men Solid White Sweaters
28561.jpg,http://assets.myntassets.com/v1/images/style/properties/9e4a6b079cc248d532c9bcef6d59f2ad_images.jpg,28561,28561,Men,Apparel,Tops,Tshirts,Black,Summer,2012.0,Casual,Nike Men Neon Black T-shirt
3861.jpg,http://assets.myntassets.com/v1/images/style/properties/9ee2c5fa113e9b323dfe2f4c72b097ec_images.jpg,3861,3861,Men,Apparel,Tops,Tshirts,White,Summer,2011.0,Casual,Ed Hardy Men's White Blue Dragon T-shirt
11401.jpg,http://assets.myntassets.com/v1/images/style/properties/d234b4b837d435cac2a20ecbac8958d1_images.jpg,11401,11401,Men,Apparel,Tops,Shirts,Blue,Fall,2011.0,Casual,United Colors Of Benetton Men Light Winter Blue Shirts
15141.jpg,http://assets.myntassets.com/v1/images/style/properties/517cd9fd3b26dd66fafc4312907b3daf_images.jpg,15141,15141,Men,Apparel,Tops,Shirts,Blue,Fall,2011.0,Casual,Arrow Sport Men Check Blue Slim Fit Shirt
21118.jpg,http://assets.myntassets.com/v1/images/style/properties/7a76bbe935cb227f86dc6ee762aa287c_images.jpg,21118,21118,Men,Apparel,Tops,Shirts,Olive,Fall,2011.0,Casual,s.Oliver Men Check Olive Shirt
7350.jpg,http://assets.myntassets.com/v1/images/style/properties/6306c405d2427459089b69df521f664c_images.jpg,7350,7350,Men,Apparel,Tops,Tshirts,Red,Fall,2011.0,Casual,Tantra Men Red T-shirt
15147.jpg,http://assets.myntassets.com/v1/images/style/properties/638d098b418e02fe6fb4266e4f758164_images.jpg,15147,15147,Men,Apparel,Tops,Shirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Check Yellow Shirts
16485.jpg,http://assets.myntassets.com/v1/images/style/properties/bafba4eb76708ede1e58caf4d55ae566_images.jpg,16485,16485,Men,Apparel,Tops,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt
1614.jpg,http://assets.myntassets.com/v1/images/style/properties/fa1c927f2b123997f27a4a24c97f3329_images.jpg,1614,1614,Men,Apparel,Tops,Tshirts,White,Fall,2010.0,Sports,Reebok T-shirt White Polo Tshirt
5392.jpg,http://assets.myntassets.com/v1/images/style/properties/2e870a036526c89c46da85002753f370_images.jpg,5392,5392,Unisex,Footwear,Shoes,Sports Shoes,White,,2011.0,Sports,Kalenji Crossport 100 Whi/champ
6434.jpg,http://assets.myntassets.com/v1/images/style/properties/f7b6f543272a843c6661418642f4a426_images.jpg,6434,6434,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,Lotto Men's Canvas Khaki Shoe
26587.jpg,http://assets.myntassets.com/v1/images/style/properties/8d0379f1aeec06dd6ee6a055e4f29bba_images.jpg,26587,26587,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Sports,Puma Men Vibrant VI Black Sports Shoes
7041.jpg,http://assets.myntassets.com/v1/images/style/properties/87d0a3eb3cd25ebac6cb330ff77bd350_images.jpg,7041,7041,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011.0,Casual,Numero Uno Black Men's Shoe
26541.jpg,http://assets.myntassets.com/v1/images/style/properties/d55933e3cf807b96c6fc9fc26a105b5a_images.jpg,26541,26541,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,ID Men Black Shoes
2384.jpg,http://assets.myntassets.com/v1/images/style/properties/74f5864c758fb8363cea574547287de5_images.jpg,2384,2384,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Formal,Red Tape Men Semi Black Formal Shoes
45605.jpg,http://assets.myntassets.com/v1/images/style/properties/a05fe01290b257157bc99ca67515ad3e_images.jpg,45605,45605,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes
12429.jpg,http://assets.myntassets.com/v1/images/style/properties/0fda854ea4fad7866c94d434fd39aaee_images.jpg,12429,12429,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Casual Brown Casual Shoes
7381.jpg,http://assets.myntassets.com/v1/images/style/properties/3f3fef751031390bfdccad19a2cfb9a7_images.jpg,7381,7381,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men's Dark Brown Oxford Formal Shoe
39893.jpg,http://assets.myntassets.com/v1/images/style/properties/d652dfbb0e1f3844d21d9176b2cf0ee3_images.jpg,39893,39893,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,ADIDAS Men Brown Outback Shoes
41469.jpg,http://assets.myntassets.com/v1/images/style/properties/9777d10c0a375cbbdd540e94147ccc12_images.jpg,41469,41469,Women,Footwear,Shoes,Casual Shoes,Cream,Spring,2013.0,Casual,Carlton London Women Cream Shoes
6680.jpg,http://assets.myntassets.com/v1/images/style/properties/237040c834f4e9bb32dcb003a9d70687_images.jpg,6680,6680,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Men's Zoom Vomero 5 Grey Blue Shoe
13702.jpg,http://assets.myntassets.com/v1/images/style/properties/782215b1f2002b9f5e2694c227cd6007_images.jpg,13702,13702,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,FILA Men Dirk White Sports Shoes
17744.jpg,http://assets.myntassets.com/v1/images/style/properties/23e00924aabd9490bde122bd9cd26806_images.jpg,17744,17744,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Women Body Train Black Sports Shoe
44821.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Navy-Malta-Drive-Casual-Shoes_47da5ab361beb0aa255a4d952bffd29a_images.jpg,44821,44821,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Fall,2014.0,Casual,Clarks Men Dark Navy Malta Drive Loafers
56659.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Men-Black-Shoes_5fae070ab12f924a1f7e7dd2e8fa721c_images.jpg,56659,56659,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,United Colors of Benetton Men Black Shoes
39593.jpg,http://assets.myntassets.com/v1/images/style/properties/30f0709b1f4b37a1b55a48f765670ba6_images.jpg,39593,39593,Women,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Catwalk Women White Shoes
47122.jpg,http://assets.myntassets.com/v1/images/style/properties/2a09ba4acb1a34a9709541611d83a412_images.jpg,47122,47122,Boys,Footwear,Shoes,Casual Shoes,Red,Winter,2012.0,Casual,Marvel Boys Black Shoes
59942.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Black-Casual-Shoes_77355c39cc25bc6cfc95fdab63dafffe_images.jpg,59942,59942,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Vans Men Black Casual Shoes
35755.jpg,http://assets.myntassets.com/v1/images/style/properties/96161ab9e6df75286c644425cd45d169_images.jpg,35755,35755,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Force 10 Men Black & Grey Sports Shoes
5519.jpg,http://assets.myntassets.com/v1/images/style/properties/3c705f9d96ef5027f5c708acb1e8938d_images.jpg,5519,5519,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Reebok Men's Hex Express Grey White Shoe
22276.jpg,http://assets.myntassets.com/v1/images/style/properties/193729ff44596eb6695ee4055b55ab16_images.jpg,22276,22276,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Inc.5 Women Black Casual Heels
17665.jpg,http://assets.myntassets.com/v1/images/style/properties/7713e2137d9cbd66cda7ae96f1aa2016_images.jpg,17665,17665,Women,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Catwalk Women Back Strap Black Casual Shoe
23864.jpg,http://assets.myntassets.com/v1/images/style/properties/9914cb57e4cefcb252fdb04ebf81370e_images.jpg,23864,23864,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Men White Ambition Sports Shoes
34541.jpg,http://assets.myntassets.com/v1/images/style/properties/009c0291072ff5ea11b0ef42aaeed844_images.jpg,34541,34541,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2018.0,Casual,Red Tape Men Navy Blue Shoes
16151.jpg,http://assets.myntassets.com/v1/images/style/properties/9cfb924cb6a1cd0af555adaf3d8b1349_images.jpg,16151,16151,Men,Footwear,Shoes,Formal Shoes,Brown,Fall,2011.0,Formal,Enroute Men Leather Brown Formal Shoes
45334.jpg,http://assets.myntassets.com/v1/images/style/properties/e46e13dc77ba641761527e325d71fafa_images.jpg,45334,45334,Women,Footwear,Shoes,Heels,Black,Summer,2016.0,Casual,Cobblerz Women Black &Pink Sandals
45386.jpg,http://assets.myntassets.com/v1/images/style/properties/14f77028e0e70b0a50ee6dc86d8e5ff2_images.jpg,45386,45386,Women,Footwear,Shoes,Flats,Beige,Winter,2012.0,Casual,Rocia Women Beige Flats
8220.jpg,http://assets.myntassets.com/v1/images/style/properties/d6e1cb4f8b629a5fd918dd8cd407a9fc_images.jpg,8220,8220,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Tennis Classic White Shoe
25411.jpg,http://assets.myntassets.com/v1/images/style/properties/cca3a2433e5205e5be8f37b8fe6bf0c1_images.jpg,25411,25411,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men 2.04 White Sports Shoes
17662.jpg,http://assets.myntassets.com/v1/images/style/properties/93d6909bc6a30fa6f10f39c3ca4df995_images.jpg,17662,17662,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Buckel Black Heels
39193.jpg,http://assets.myntassets.com/v1/images/style/properties/1554e03a383a563ae6f30f5fdd7ba4ab_images.jpg,39193,39193,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Flats
9210.jpg,http://assets.myntassets.com/v1/images/style/properties/c837feb3c79ed93b5a0cb9732b7f1129_images.jpg,9210,9210,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Puma Men Calibre Tricks Convert Spike White Shoes
39201.jpg,http://assets.myntassets.com/v1/images/style/properties/497c3a393362fe19015c4ab4827353c0_images.jpg,39201,39201,Women,Footwear,Shoes,Heels,Beige,Winter,2015.0,Casual,Catwalk Women Beige Flats
4855.jpg,http://assets.myntassets.com/v1/images/style/properties/165ea3b9262a020e8b230342e4fbd0d2_images.jpg,4855,4855,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2012.0,Casual,Newfeel Unisex Pink Grey Shoes
39583.jpg,http://assets.myntassets.com/v1/images/style/properties/f79912503e091e645cc5ad89e3746257_images.jpg,39583,39583,Women,Footwear,Shoes,Heels,Red,Summer,2016.0,Casual,Catwalk Women Red Flats
6429.jpg,http://assets.myntassets.com/v1/images/style/properties/71486e928ae17c0b110b11d1c8a72d69_images.jpg,6429,6429,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Lotto Unisex Canvas Blue White Shoe
59046.jpg,http://assets.myntassets.com/v1/images/style/properties/Carlton-London-Women-White-Sandals_a96a4f45664d67390fb8d049dc1e2504_images.jpg,59046,59046,Women,Footwear,Shoes,Heels,White,Winter,2012.0,Casual,Carlton London Women White Heels
4023.jpg,http://assets.myntassets.com/v1/images/style/properties/cd4436327f5faa1b379309c564799351_images.jpg,4023,4023,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2011.0,Casual,ADIDAS Men Color Blast Lead Red Shoe
15518.jpg,http://assets.myntassets.com/v1/images/style/properties/44f874fe55936fec7c0fe8679d435344_images.jpg,15518,15518,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011.0,Casual,Rockport Men Slatkin Grey Casual Shoes
13373.jpg,http://assets.myntassets.com/v1/images/style/properties/e433cd1729bd942a16b6b5224e8a43e9_images.jpg,13373,13373,Women,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Timberland Women Femmes White Casual Shoes
39991.jpg,http://assets.myntassets.com/v1/images/style/properties/ca5bbdf9874e75dbe206c86a64a9dbf9_images.jpg,39991,39991,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Gas Men Romance Brown Shoes
12878.jpg,http://assets.myntassets.com/v1/images/style/properties/5118fce91ce772adb0863c71de7f5dfe_images.jpg,12878,12878,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Provogue Men Formal Black Formal Shoes
10286.jpg,http://assets.myntassets.com/v1/images/style/properties/facb4fa1a6c1eb896b6b3be6f146a3b8_images.jpg,10286,10286,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2012.0,Formal,Clarks Men Hang Tough Leather Black Formal Shoes
47624.jpg,http://assets.myntassets.com/v1/images/style/properties/fa28030435da2e60179f7ffe5b40f5d9_images.jpg,47624,47624,Women,Footwear,Shoes,Heels,Maroon,Fall,2014.0,Casual,Portia Women Maroon Flats
22274.jpg,http://assets.myntassets.com/v1/images/style/properties/27409ad78860c5ff4219033c24628cd6_images.jpg,22274,22274,Women,Footwear,Shoes,Heels,Pink,Winter,2012.0,Casual,Inc. 5 Women Casual Pink Flats
13199.jpg,http://assets.myntassets.com/v1/images/style/properties/e1dd8f55469d070b07678faa7b2ee97f_images.jpg,13199,13199,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ASICS Men Gel Resolution Running White Sports Shoes
3247.jpg,http://assets.myntassets.com/v1/images/style/properties/6cfad2e339820a08f96d414b7c86f147_images.jpg,3247,3247,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2010.0,Casual,Puma Men Match Black White Shoe
12882.jpg,http://assets.myntassets.com/v1/images/style/properties/ebbd9af5051149569869daa74ab478cd_images.jpg,12882,12882,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Fila Men Sports White Shoes
43477.jpg,http://assets.myntassets.com/v1/images/style/properties/5fa24bebc5a3a5a7beb25c4d6915fcb1_images.jpg,43477,43477,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2016.0,Casual,Woodland Men Khaki Shoes
3238.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-65CC-Lo-Ducati-Sports-Shoes_b786d5c97c3c2761aa9ef5137104920a_images.jpg,3238,3238,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2010.0,Sports,Puma Men Black 65CC Lo Ducati Sports Shoes
6650.jpg,http://assets.myntassets.com/v1/images/style/properties/4d9a2eb66bf487fd7ff7d94d45826f4c_images.jpg,6650,6650,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Nike Men's Zoom Ambassador III Blue White Shoe
44747.jpg,http://assets.myntassets.com/v1/images/style/properties/32b930343fffe258bcdf6ab9363bb24e_images.jpg,44747,44747,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Sparta Shoes
7581.jpg,http://assets.myntassets.com/v1/images/style/properties/94c3ccd2f63b71282247f719d7a29e17_images.jpg,7581,7581,Men,Footwear,Shoes,Sports Shoes,Orange,Summer,2011.0,Sports,Nike Men Lunarswi +2 Orange Black Shoe
56983.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Blue-Sandals_35dc45576053413a469a7b07b4b9afce_images.jpg,56983,56983,Women,Footwear,Shoes,Flats,Blue,Winter,2012.0,Casual,HM Women Blue Sandals
12522.jpg,http://assets.myntassets.com/v1/images/style/properties/dc6ee824bcadbd242d236044ebd421d9_images.jpg,12522,12522,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
3300.jpg,http://assets.myntassets.com/v1/images/style/properties/c57b44b0582da012445b913bf8d80be4_images.jpg,3300,3300,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2011.0,Sports,Asics Men's Gel Cushioning Black Yellow Shoe
13080.jpg,http://assets.myntassets.com/v1/images/style/properties/efef30c05460e90a1e170998dde8f92c_images.jpg,13080,13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013.0,Casual,Numero Uno Men Black Casual Shoes
12979.jpg,http://assets.myntassets.com/v1/images/style/properties/62053e42bc4ee05836abb47c3c4e4941_images.jpg,12979,12979,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,ADIDAS Women Core 50 White Sports Shoes
21577.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Tape-Men-Redtape-Formal-Shoes-5381-BLK-Black-Formal-Shoes_44ac6d0f84e16fb3a0364d7f115635d9_images.jpg,21577,21577,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018.0,Casual,Red Tape Men Black Leather Formal Shoes
7400.jpg,http://assets.myntassets.com/v1/images/style/properties/a1f6e0b2046543939aa6eda5d0fcbd2a_images.jpg,7400,7400,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2018.0,Formal,Red Tape Men Brown Shoes
44422.jpg,http://assets.myntassets.com/v1/images/style/properties/ac9dcc6605d8e77775fdaff7995a42a7_images.jpg,44422,44422,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Leather Shoes
25017.jpg,http://assets.myntassets.com/v1/images/style/properties/99da70ca559cbd59a5951a47b9aaae2a_images.jpg,25017,25017,Women,Footwear,Shoes,Heels,Black,Fall,2011.0,Formal,United Colors of Benetton Women Black Ballerinas
6298.jpg,http://assets.myntassets.com/v1/images/style/properties/42ea8c38adaa8c92ba8c005208194295_images.jpg,6298,6298,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Summer Blue Flats
43938.jpg,http://assets.myntassets.com/v1/images/style/properties/4b80b6aefc6b431b06cd51a32ee65390_images.jpg,43938,43938,Women,Footwear,Shoes,Heels,Grey,Winter,2012.0,Casual,Catwalk Women Grey & Black Heels
26593.jpg,http://assets.myntassets.com/v1/images/style/properties/ccc6b00578f455633006b185f227e26c_images.jpg,26593,26593,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Budoka White Sports Shoes
35806.jpg,http://assets.myntassets.com/v1/images/style/properties/49ca33fcc20e73bb9c025bfc0d8989f7_images.jpg,35806,35806,Women,Footwear,Shoes,Heels,Orange,Summer,2012.0,Casual,Enroute Women Orange Flats
29261.jpg,http://assets.myntassets.com/v1/images/style/properties/d62b1710ecfa9e55caeea9aaa14a884b_images.jpg,29261,29261,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Mactelo White Sports Shoes
46588.jpg,http://assets.myntassets.com/v1/images/style/properties/f4cc7f9760a312d2dcb8fac2dce01b79_images.jpg,46588,46588,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Golden Heels
14506.jpg,http://assets.myntassets.com/v1/images/style/properties/63c04af01e7ad0ce63215dd1bfdd418c_images.jpg,14506,14506,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Flying Machine Men Casual Black Casual Shoes
41692.jpg,http://assets.myntassets.com/v1/images/style/properties/9da059118d245462e7193d3fd969675a_images.jpg,41692,41692,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Catwalk Women Gold Heels
6754.jpg,http://assets.myntassets.com/v1/images/style/properties/6ec9cc446a59e132849e06d0dd4bb7d2_images.jpg,6754,6754,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Zoom Opener White Shoe
23882.jpg,http://assets.myntassets.com/v1/images/style/properties/498da65eeee9a23f2049449258384d55_images.jpg,23882,23882,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011.0,Sports,Fila Men Destiny Grey Sports Shoes
2507.jpg,http://assets.myntassets.com/v1/images/style/properties/2062b1842e5e742097240c5a299bf6dd_images.jpg,2507,2507,Men,Footwear,Shoes,Casual Shoes,White,Fall,2010.0,Casual,Numero Uno Men's Casual White Sneakers Shoe
38523.jpg,http://assets.myntassets.com/v1/images/style/properties/2b6babee37eac100da9ada2b0b44502e_images.jpg,38523,38523,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Puma Men Black Surge Shoes
45419.jpg,http://assets.myntassets.com/v1/images/style/properties/4af50158ae14f9acdc127b5f6e9db8e4_images.jpg,45419,45419,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black & Brown Sandals
12703.jpg,http://assets.myntassets.com/v1/images/style/properties/8134f87644fb5617381cc4657f69ab51_images.jpg,12703,12703,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Women Downshifter White Sports Shoes
15718.jpg,http://assets.myntassets.com/v1/images/style/properties/d5628bb0fcb5a6078770cd5db3a4f1ea_images.jpg,15718,15718,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Nike Men Lunarglide+ 3 Black Sports Shoes
45864.jpg,http://assets.myntassets.com/v1/images/style/properties/63765c2ceccf97800e2bbe4cf5a533a3_images.jpg,45864,45864,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men White Shoes
45326.jpg,http://assets.myntassets.com/v1/images/style/properties/Cobblerz-Women-Pink-Sandals_2107bab807ae585984faa6023a7ca8c8_images.jpg,45326,45326,Women,Footwear,Shoes,Heels,Multi,Summer,2016.0,Casual,Cobblerz Women Multi-Coloured Wedges
15416.jpg,http://assets.myntassets.com/v1/images/style/properties/cb338c85ed175a4adbef4c302a55c008_images.jpg,15416,15416,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2012.0,Casual,Fila Men New Percorso Tech Grey Casual Shoes
57942.jpg,http://assets.myntassets.com/v1/images/style/properties/Clarks-Men-Brown-Shoes_34b37147e30b158b6b857e0d9eef3a85_images.jpg,57942,57942,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Clarks Men Brown Shoes
22130.jpg,http://assets.myntassets.com/v1/images/style/properties/c63bb9052b4d204abb8260905f118e94_images.jpg,22130,22130,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Provogue Men Black Formal Shoes
3213.jpg,http://assets.myntassets.com/v1/images/style/properties/287c04ed00ddecd63fff72d69d218ecd_images.jpg,3213,3213,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Women Sweet Classic White Light Green Shoe
